ticker,timestamp,price,volume,open,high,low
NVDA,2024-01-02 09:30:00-05:00,47.66699981689453,14594455,49.125,49.266502380371094,47.595001220703125
NVDA,2024-01-02 10:30:00-05:00,48.11602020263672,5739769,47.670989990234375,48.12200164794922,47.60100173950195
NVDA,2024-01-02 11:30:00-05:00,48.10852813720703,4327283,48.11750030517578,48.26300048828125,48.040000915527344
NVDA,2024-01-02 12:30:00-05:00,48.185997009277344,4118649,48.11594772338867,48.347999572753906,47.87999725341797
NVDA,2024-01-02 13:30:00-05:00,48.1879997253418,2905160,48.17900848388672,48.23999786376953,48.00490188598633
NVDA,2024-01-02 14:30:00-05:00,47.88399887084961,3329151,48.18000030517578,48.23460006713867,47.820011138916016
NVDA,2024-01-02 15:30:00-05:00,48.185001373291016,3450485,47.8859977722168,48.20800018310547,47.777000427246094
NVDA,2024-01-03 09:30:00-05:00,47.49448776245117,10998649,47.45000076293945,48.18410110473633,47.31999969482422
NVDA,2024-01-03 10:30:00-05:00,47.751502990722656,4999551,47.490501403808594,47.926002502441406,47.347999572753906
NVDA,2024-01-03 11:30:00-05:00,47.773990631103516,2389099,47.75040054321289,47.83699035644531,47.65399932861328
NVDA,2024-01-03 12:30:00-05:00,47.62432861328125,2458234,47.76799774169922,47.87900161743164,47.57999801635742
NVDA,2024-01-03 13:30:00-05:00,47.69300079345703,3068400,47.62999725341797,47.72999954223633,47.44499969482422
NVDA,2024-01-03 14:30:00-05:00,47.652000427246094,2466427,47.69499969482422,47.810001373291016,47.53900146484375
NVDA,2024-01-03 15:30:00-05:00,47.56999969482422,2855411,47.64896011352539,47.74700164794922,47.45000076293945
NVDA,2024-01-04 09:30:00-05:00,47.95499801635742,8061891,47.76700210571289,48.064002990722656,47.507999420166016
NVDA,2024-01-04 10:30:00-05:00,48.305660247802734,5778816,47.94702911376953,48.4010009765625,47.94499969482422
NVDA,2024-01-04 11:30:00-05:00,48.26900100708008,4061918,48.303009033203125,48.5,48.21500015258789
NVDA,2024-01-04 12:30:00-05:00,48.279998779296875,2479489,48.268836975097656,48.28900146484375,48.053001403808594
NVDA,2024-01-04 13:30:00-05:00,48.14400100708008,2472828,48.28099822998047,48.39200210571289,48.12300109863281
NVDA,2024-01-04 14:30:00-05:00,48.19586944580078,2671030,48.14400100708008,48.35499954223633,48.0890007019043
NVDA,2024-01-04 15:30:00-05:00,47.99399948120117,2878447,48.189998626708984,48.26000213623047,47.97999954223633
NVDA,2024-01-05 09:30:00-05:00,48.95199966430664,10170620,48.461997985839844,48.96487045288086,48.306007385253906
NVDA,2024-01-05 10:30:00-05:00,49.38750076293945,8336264,48.95100021362305,49.547000885009766,48.907997131347656
NVDA,2024-01-05 11:30:00-05:00,49.04125213623047,5043687,49.38999938964844,49.4379997253418,48.987998962402344
NVDA,2024-01-05 12:30:00-05:00,49.15599822998047,4164076,49.037010192871094,49.24500274658203,48.970008850097656
NVDA,2024-01-05 13:30:00-05:00,49.209938049316406,3000157,49.15132141113281,49.349998474121094,49.14500045776367
NVDA,2024-01-05 14:30:00-05:00,48.868499755859375,4554575,49.202999114990234,49.26198959350586,48.78302001953125
NVDA,2024-01-05 15:30:00-05:00,49.09000015258789,3473997,48.86199951171875,49.10300064086914,48.80500030517578
NVDA,2024-01-08 09:30:00-05:00,51.32600021362305,22741308,49.512001037597656,51.5150032043457,49.479000091552734
NVDA,2024-01-08 10:30:00-05:00,51.28200149536133,8335157,51.327003479003906,51.572998046875,51.0620002746582
NVDA,2024-01-08 11:30:00-05:00,51.18626022338867,6400994,51.28685760498047,51.5469970703125,51.15700149536133
NVDA,2024-01-08 12:30:00-05:00,51.512001037597656,4393512,51.1870002746582,51.53200149536133,51.10300064086914
NVDA,2024-01-08 13:30:00-05:00,51.7400016784668,5907820,51.51300048828125,51.79999923706055,51.43000030517578
NVDA,2024-01-08 14:30:00-05:00,51.8703498840332,6023125,51.74338912963867,51.89799880981445,51.606468200683594
NVDA,2024-01-08 15:30:00-05:00,52.25499725341797,5924981,51.86899948120117,52.275001525878906,51.81599807739258
NVDA,2024-01-09 09:30:00-05:00,52.4736328125,19204795,52.4010009765625,52.619895935058594,51.69000244140625
NVDA,2024-01-09 10:30:00-05:00,52.8599967956543,9961725,52.47899627685547,52.9010009765625,52.07999801635742
NVDA,2024-01-09 11:30:00-05:00,53.42158126831055,10634586,52.85240936279297,53.57899856567383,52.7706298828125
NVDA,2024-01-09 12:30:00-05:00,53.87080001831055,9841087,53.4370002746582,54.071998596191406,53.37000274658203
NVDA,2024-01-09 13:30:00-05:00,53.974998474121094,8988418,53.86699676513672,54.32500076293945,53.72999954223633
NVDA,2024-01-09 14:30:00-05:00,53.5584716796875,8243584,53.97100067138672,54.10100173950195,53.436012268066406
NVDA,2024-01-09 15:30:00-05:00,53.13100051879883,7265096,53.55399703979492,53.65700149536133,53.01816940307617
NVDA,2024-01-10 09:30:00-05:00,54.14899444580078,18112031,53.615997314453125,54.365997314453125,53.4890022277832
NVDA,2024-01-10 10:30:00-05:00,54.31049728393555,9110179,54.150001525878906,54.599998474121094,54.084999084472656
